"perspectives","archetypeInstanceId","precomputedtypename","name","status","lastModifiedDate","createdDate","adoptionUUID","bufferBack","bufferBottom","bufferFront","bufferLeft","bufferRight","bufferTop","convertedUnit","depth","deviceName","dimensionPrecision","dimensionUnit","height","width","portNumber","positionsContained","positionsUsed","role","tmf639_dataSource_ingestion_uuid","tmf_lifecycleState"
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","CISCO 2 CROSS 7672","Planned","1695051905623","1693585058227","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258451997476145772","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","CISCO 2 CROSS 7672","2","inch","12.264","12.25","","","7","[""SDH""]","960686b0-a3fd-44a0-91f0-f9068538d172",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1105704","Generic PDH (ETSI) Mux","ETSI 1 CROSS 2399","Planned","1695051905623","1693585264141","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258451997476146899","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","ETSI 1 CROSS 2399","2","inch","1.752","19","36","","1","[""PDH""]","701c79d7-e299-4192-b156-912286143bc8",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE2 ASR 9001 2325","Planned","1695051905623","1693585585192","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258451997476147935","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE2 ASR 9001 2325","2","inch","3.504","17.42","0","1","2","[""OTN""]","ff1fabe7-dfca-40fd-944e-0819a4c0ed04",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1469","ASR 9000V","ASR 2 CROSS 5790","Planned","1695051905623","1693587571922","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258451997476152003","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","ASR 2 CROSS 5790","2","inch","1.752","23.0","0","53","1","[""Ethernet""]","db190a94-7f42-48d9-9933-83e14531a30d",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","DEVICE 1 CISCO ONS 15454 9888","Planned","1695051905623","1693587949255","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258451997476152991","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE 1 CISCO ONS 15454 9888","2","inch","12.264","12.25","","","7","[""SDH""]","a8af1df8-009d-4668-acb5-d7507d2cbe27",""
"[""Plan"", ""Live/Plan merge""]","94701416072070771","Samsung CDU50","TEST DEVICE2 SAMSUNG CDU50 7204","Planned","1693587971476","1693587971362","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258451997476153044","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE2 SAMSUNG CDU50 7204","2","inch","3.504","17.5","","","","[""eNodeB"",""gNodeB""]","1e3e1266-68b4-483a-80b1-36ae86ff4259",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1469","ASR 9000V","ASR 1 CROSS 6266","Planned","1695051905623","1693587424531","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258454883694174408","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","ASR 1 CROSS 6266","2","inch","1.752","23.0","0","53","1","[""Ethernet""]","a5247536-d606-4820-ad4d-e41211baf400",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE1 ASR 9001 4850","Planned","1695051905623","1693588654077","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258454883694326532","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE1 ASR 9001 4850","2","inch","3.504","17.42","0","1","2","[""Optical""]","a9d01886-2672-4a68-acf7-478b59f1d061",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","CISCO 2 CROSS 4077","Planned","1695051905623","1693587223778","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258455639608418205","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","CISCO 2 CROSS 4077","2","inch","12.264","12.25","","","7","[""SDH""]","96491a4d-6df4-4f51-8c9f-8899a296bbd1",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","94701416072070771","Samsung CDU50","TEST DEVICE2 SAMSUNG CDU50 9022","Planned","1693587664493","1693587664214","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258456326803186580","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE2 SAMSUNG CDU50 9022","2","inch","3.504","17.5","","","","[""eNodeB"",""gNodeB"",""Access"",""Aggregate"",""Edge Router""]","d54c8a5a-284a-4ebc-b032-da450d9fbf5c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","DEVICE 1 CISCO ONS 15454 7229","Planned","1695051905623","1693588379385","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258456326803188226","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE 1 CISCO ONS 15454 7229","2","inch","12.264","12.25","","","7","[""SDH""]","d5dc21c1-75b6-42ad-a71d-1c47947ce245",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE N OME 6500 7 SLOT 999","Planned","1693588640911","1693588640774","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258456326803324414","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE N OME 6500 7 SLOT 999","2","inch","10.512","19.0","0","1","6","[""Optical""]","78f37e6f-7343-4bb8-9a97-94063a820bf5",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE1 ASR 9001 6694","In Service","1695051905623","1693588074446","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457013997954930","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE1 ASR 9001 6694","2","inch","3.504","17.42","0","1","2","[""Optical""]","672766bd-fc29-4551-b0bc-e7defaadbc1c",""
"[""Plan"", ""Live/Plan merge""]","1130302","Generic CPE","TEST GENERIC CPE 5029","Planned","1693588378890","1693588314495","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457013997955495","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST GENERIC CPE 5029","2","inch","0.0","19","3","0","0","[""Compute""]","897edd17-f798-4baf-8ef8-60342fa04fca",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE2 ASR 9001 5463","In Service","1695051905623","1693588313812","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457357595339142","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE2 ASR 9001 5463","2","inch","3.504","17.42","0","1","2","[""Optical""]","6fb5a1ea-2ed2-426b-b12f-9b943bae2fb7",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","DEVICE 1 CISCO ONS 15454 7306","Planned","1695051905623","1693588800140","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457357595489766","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE 1 CISCO ONS 15454 7306","2","inch","12.264","12.25","","","7","[""SDH""]","9ce42535-a515-43bd-84c5-d7cab1b3cf14",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1119","OME 6500 32 Slot","OME1 CROSS 6642","Planned","1695051905623","1693589173255","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457357595492398","0.0","0.0","0.0","0.0","0.0","0.0","inch","10.9","OME1 CROSS 6642","2","inch","38.544","19.6","0","1","22","[""Optical""]","b25b660e-308b-4c0c-9162-940631229b01",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE #2112","In Service","1695051905623","1693588766017","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070780289","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE #2112","2","inch","10.512","19.0","0","1","6","[""OTN""]","5e12a71b-0c90-4cd1-8a4c-5edaf0e9ff4e",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","CISCO2 CROSS 6249","Planned","1695051905623","1693588948604","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070780949","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","CISCO2 CROSS 6249","2","inch","12.264","12.25","","","7","[""SDH""]","fe49ee7c-6010-4c00-b932-0bdaae814d23",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","DEVICE2 CISCO ONS 15454 1334","Planned","1695051905623","1693589012621","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070781047","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE2 CISCO ONS 15454 1334","2","inch","12.264","12.25","","","7","[""SDH""]","8f1e1dc3-3e56-4b5f-8941-464369729b81",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE 9097","Planned","1695051905623","1693589181008","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070783126","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE 9097","2","inch","10.512","19.0","0","1","6","[""OTN""]","d6de5e9d-edd7-43b9-a64c-ba221ef8e634",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","DEVICE A 8810","In Service","1695051905623","1693590171263","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070787284","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE A 8810","2","inch","10.512","19.0","0","1","6","[""Optical""]","77dcbc63-b727-46cb-bc76-555260486067",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1415","FDP 48 Port 5RU","DEVICE1 FDP 48 PORT 5RU 1751","Planned","1695051905623","1693590340589","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070788111","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE1 FDP 48 PORT 5RU 1751","2","inch","8.76","19.0","48","0","5","[""Optical""]","5b41b852-bc46-4b2a-805e-60cb67fc0b7c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE1 ASR 9001 8041","Planned","1695051905623","1693590861445","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070791057","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE1 ASR 9001 8041","2","inch","3.504","17.42","0","1","2","[""OTN""]","995c6e70-9a99-4c46-a6f9-406f566e0616",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1105801","Generic PDH (ANSI) Mux","TEST PDH 4 GENERIC PDH (ANSI) MUX 1991","Planned","1695051905623","1693590981895","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070791479","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST PDH 4 GENERIC PDH (ANSI) MUX 1991","2","inch","1.752","19","28","","1","[""PDH""]","ba971504-9b0b-4bdd-9b30-c26ede62f5ed",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 2631","Planned","1695051905623","1693591470787","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070794041","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 2631","2","inch","3.504","17.42","0","1","2","[""OTN""]","25014c20-7f8e-405c-811c-52edc40666be",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","RING-1-CISCO ONS 15454 3683","Planned","1695051905623","1693592383001","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070797365","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","RING-1-CISCO ONS 15454 3683","2","inch","12.264","12.25","","","7","[""SDH""]","0fe497df-df0a-4883-8418-f0d6bd0d1860",""
"[""Plan"", ""Live/Plan merge""]","1415","FDP 48 Port 5RU","Z1_D1","Planned","1693592591847","1693592501007","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070797908","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","Z1_D1","2","inch","8.76","19.0","48","0","5","","469c6700-e0fe-4794-ab61-843ed097b545",""
"[""Plan"", ""Live/Plan merge""]","1130302","Generic CPE","TEST DEVICE GENERIC CPE 5345","Planned","1693596068562","1693593052760","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070800454","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE GENERIC CPE 5345","2","inch","0.0","19","3","0","0","[]","94c8604b-b320-4fde-a28b-4050a9cafdec",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE ASR 9001 3141","In Service","1695051905623","1693593289276","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070801359","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE ASR 9001 3141","2","inch","3.504","17.42","0","1","2","[""Optical""]","5a243e5f-1995-4358-830c-ee752bc76ef0",""
"[""Plan"", ""Live/Plan merge""]","1707","AP-505","TEST DEVICE AP-505 3502","Planned","1695051905623","1693593628966","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070802545","2.0","2.0","1.0","1.0","2.0","4.0","inch","6.34","TEST DEVICE AP-505 3502","2","inch","1.752","6.3","0","1","1","[]","f3f83304-70cc-4b8c-a966-b590c10e0bd1",""
"[""Plan"", ""Live/Plan merge""]","1707","AP-505","TEST DEVICE AP-505 8874","Planned","1695051905623","1693594067522","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070804167","2.0","2.0","1.0","1.0","2.0","4.0","inch","6.34","TEST DEVICE AP-505 8874","2","inch","1.752","6.3","0","1","1","[]","33169b13-5d5c-4c34-9749-ced35b32e50e",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 3754","Planned","1695051905623","1693594276996","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070804751","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 3754","2","inch","3.504","17.42","0","1","2","[""OTN""]","1f781b5b-257e-45f5-abf8-0b43167c0bee",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST 1 DEVICE ASR 9001 6625","Planned","1695051905623","1693595146191","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070808813","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST 1 DEVICE ASR 9001 6625","2","inch","3.504","17.42","0","1","2","[""OTN""]","657adb5d-2410-49ed-b35b-4500d6ff1532",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 6597","Planned","1695051905623","1693595229113","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070808920","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 6597","2","inch","3.504","17.42","0","1","2","[""OTN""]","ea258424-a33a-4e49-a8f1-27949b841a17",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1707","AP-505","TEST DEVICE AP-505 924","Planned","1695051905623","1693596170648","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258457976070811629","2.0","2.0","1.0","1.0","2.0","4.0","inch","6.34","TEST DEVICE AP-505 924","2","inch","1.752","6.3","0","1","1","[""OTN""]","7151d0aa-1058-404d-a40b-e10a827ccdc4",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE #5031","Planned","1695051905623","1693589162430","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258458525826596870","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE #5031","2","inch","10.512","19.0","0","1","6","[""OTN""]","9bb6061c-5cf5-426d-99d1-ee9617103b99",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE1 ASR 9001 5252","In Service","1695051905623","1693589211696","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258458525826597079","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE1 ASR 9001 5252","2","inch","3.504","17.42","0","1","2","[""Optical""]","44cf9544-ff74-43e4-8fc2-635918d69fef",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","542970536515465070","Ciena 5170","TEST CIENA 8180 6513","Planned","1693589241801","1693589240707","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258458525826597229","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST CIENA 8180 6513","2","inch","1.752","1.0","","","","[]","16629d2c-3537-4064-b531-6edf8e0b3920",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE #6614","Planned","1695051905623","1693589723007","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258458525826599265","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE #6614","2","inch","10.512","19.0","0","1","6","[""OTN""]","635efef2-49cf-479f-b39a-37c4d8c6561d",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","CISCO1 CROSS 8902","Planned","1695051905623","1693588725604","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582407737","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","CISCO1 CROSS 8902","2","inch","12.264","12.25","","","7","[""SDH""]","370e4d16-a732-4b1e-af83-ee825bad7493",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE2 ASR 9001 9131","In Service","1695051905623","1693589444814","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582411860","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE2 ASR 9001 9131","2","inch","3.504","17.42","0","1","2","[""Optical""]","18fa55c3-28b3-4d26-9bff-b33bfb5edc9d",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE ASR 9001 4449","In Service","1695051905623","1693590201594","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582415124","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE ASR 9001 4449","2","inch","3.504","17.42","0","1","2","[""Optical""]","b80c41f8-312b-4d31-aaab-205eafe676fa",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST OME 6500 DEVICE 2711","Planned","1695051905623","1693590567748","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582417110","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST OME 6500 DEVICE 2711","2","inch","10.512","19.0","0","1","6","[""OTN""]","f00765ee-9ec2-42d7-9baf-6bafaf236212",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1415","FDP 48 Port 5RU","DEVICE2 FDP 48 PORT 5RU 3282","Planned","1695051905623","1693590572781","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582417160","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE2 FDP 48 PORT 5RU 3282","2","inch","8.76","19.0","48","0","5","[""Optical""]","7ae1d99e-cdc5-4207-9301-6e60367061ef",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST 1 DEVICE ASR 9001 4415","Planned","1695051905623","1693590822644","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582418694","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST 1 DEVICE ASR 9001 4415","2","inch","3.504","17.42","0","1","2","[""Optical""]","c40e45aa-1c1c-4d08-9d57-6ed874480ae9",""
"[""Plan"", ""Operational"", ""Live/Plan merge""]","1130302","Generic CPE","TEST DEVICE GENERIC CPE 8315","In Service","1693591897624","1693591382203","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582421542","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE GENERIC CPE 8315","2","inch","0.0","19","3","0","0","[""Compute""]","459026f2-d148-4f68-b1de-d1ae7f12468a",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST 1 DEVICE ASR 9001 1701","Planned","1695051905623","1693591391920","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582421562","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST 1 DEVICE ASR 9001 1701","2","inch","3.504","17.42","0","1","2","[""Optical""]","7841c5a7-062a-41ad-97cc-58ae3a790510",""
"[""Operational"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE 6426","Pending Decommission","1693591736633","1693591525515","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582421965","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE 6426","2","inch","10.512","19.0","0","1","6","[""OTN""]","c69353d2-2c1d-46a7-8ccc-9ffcd72f7ae3",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1130402","Ciena 3906mvi","TEST CIENA 3926 1865","Planned","1693592065059","1693592064837","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582423781","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST CIENA 3926 1865","2","inch","0.0","17.55","6","5","0","[""Optical""]","edeb7bfb-2362-4f53-9db4-1d60875f26fd",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1130402","Ciena 3906mvi","TEST CIENA 3926 9641","Planned","1693592630463","1693592630180","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582426203","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST CIENA 3926 9641","2","inch","0.0","17.55","6","5","0","[""Optical""]","0c3421af-9629-4c38-8f0f-d7f3b702170c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","RING-3-CISCO ONS 15454 5019","Planned","1695051905623","1693592729799","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582427071","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","RING-3-CISCO ONS 15454 5019","2","inch","12.264","12.25","","","7","[""SDH""]","309cb4b2-3c77-4fab-9c31-e60323599b36",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","RING-4-CISCO ONS 15454 5528","Planned","1695051905623","1693592913304","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582427627","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","RING-4-CISCO ONS 15454 5528","2","inch","12.264","12.25","","","7","[""SDH""]","be0ad99d-d60e-4170-9da2-021fa9069b4d",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1130427","Ciena 3926","DEVICE2 CIENA 3926 4773","Planned","1693593419892","1693592989867","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582427849","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","DEVICE2 CIENA 3926 4773","2","inch","0.0","17.55","3","9","0","[""Optical""]","502e1812-950f-402e-a5f3-2effd583d105",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","TEST CISCO ONS1 1302","Planned","1695051905623","1693593564054","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582430180","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST CISCO ONS1 1302","2","inch","12.264","12.25","","","7","[""SDH""]","0fb73aa1-df63-4f80-a2d0-d6940ef2e776",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","NO-RING-2-CISCO ONS 15454 3884","Planned","1695051905623","1693594900685","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582435472","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","NO-RING-2-CISCO ONS 15454 3884","2","inch","12.264","12.25","","","7","[""SDH""]","b224c589-eacb-4f08-a39b-e34ec2a17fd5",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","DEVICE 1 OME 6500 7 SLOT 8743","Planned","1695051905623","1693594925291","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582435569","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE 1 OME 6500 7 SLOT 8743","2","inch","10.512","19.0","0","1","6","[""Optical""]","f171490b-0c89-444e-8533-5e234c850f74",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","94681487423814366","Ciena-5164","TEST DEVICE CIENA-5164 5188","Planned","1693595115629","1693595115292","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582436414","0.0","0.0","0.0","0.0","0.0","0.0","inch","17.5","TEST DEVICE CIENA-5164 5188","2","inch","1.752","17.5","","","","[""OTN""]","88aef789-e6fa-45b7-8266-a65430842027",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 2434","Planned","1695051905623","1693595362311","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582437340","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 2434","2","inch","3.504","17.42","0","1","2","[""OTN""]","ac4b3eab-8856-4359-b5ae-564544b88d28",""
